UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
459842,Institute of Advanced Medical Esthetics,"405 england st, Ashland, Virginia 23005-2111",Ashland,VA,23005,-77.47441,37.757885,52,Business Management & Admin Services,Business Management & Admin Services,1,0,0,1,0,2,3,11820,181,21,160," $3,890,649.00 "," $3,890,649.00 ", $-   ," $1,868,519.00 ",59,www.theinstituteofadvancedmedicalesthetics.com/,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,24,24,80%,NA,2019-20,"$12,848",Aesthetician/Esthetician and Skin Care Specialist,458122,04156200,79476,3861.43,1894.29,1967.14,3.89,81.04,11.74,0.16,1.10,0.00,2994.29,81464.71,9410.86,36564.71,4703.00,9.00,13.94,42.94,24.41,15.59,9.27,7.79,4.29,0.39,83.47,4.00,2.16,23.51,2022.86,77.77,16.64,0.23,3.81,5.33
237011,International Air and Hospitality Academy,"2901 E Mill Plain Blvd, Vancouver, Washington 98661",Vancouver,WA,98661,-122.639759,45.627871,13,Education,Education,1,0,0,1,0,1,2,7760,306,142,164," $75,711,464.00 "," $75,688,577.00 "," $22,887.00 "," $13,627,604.00 ",22,aha.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,Yes,133,133,73%,NA,2019-20,"$13,346","Air Transportation, Other",235501,02222900,61579,4468.55,2208.09,2260.45,17.14,67.79,2.65,0.71,3.55,2.32,3051.45,47058.73,7961.09,25661.18,3866.73,19.37,27.27,26.03,23.21,24.11,9.39,17.24,10.45,3.49,75.87,3.90,1.07,23.71,2059.18,82.93,11.62,0.18,8.60,5.29
490337,International Beauty Education Center,"12832 West Sunset Highway, Airway Heights, Washington 99001-0000",Airway Heights,WA,99001,-117.58908,47.643215,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,34,17,17,#N/A,#N/A,#N/A,#N/A,#N/A,spokanebeautyschool.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,92,92,79%,NA,2019-20,"$18,519",Aesthetician/Esthetician and Skin Care Specialist,488378,04252900,55724,6561.00,3400.50,3160.50,57.65,15.05,1.00,20.95,3.50,0.25,3346.00,43038.00,4052.50,16011.50,2332.00,26.50,34.85,19.05,17.60,16.80,25.80,20.75,16.55,0.05,76.55,3.05,1.25,18.65,2444.00,76.30,21.90,0.00,10.10,1.75
233374,J Sargeant Reynolds Community College,"1651 East Parham Road, Richmond, Virginia 23228-2327",Richmond,VA,23228,-77.473918,37.636837,13,Education,Education,1,0,1,1,0,1,2,60330,324,129,195," $91,863,274.00 "," $91,863,274.00 ", $-   ," $2,905,543.00 ",19,www.reynolds.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Large,No,7527,7527,26%,13%,Fall 2019,"$3,890",-,232414,00375900,58814,3924.88,1916.88,2008.00,14.69,52.84,22.36,0.18,5.63,0.00,2742.88,54769.50,7730.50,27293.25,3390.63,13.40,20.48,35.19,26.33,18.80,10.85,8.83,13.45,0.79,80.60,0.88,0.73,21.35,2138.13,82.30,13.71,0.13,7.94,3.89
233408,James Madison University,"800 South Main Street, Harrisonburg, Virginia 22807",Harrisonburg,VA,22807,-78.870484,38.436311,,Information not available,STEAM,2,0,0,0,0,2,3,12280,96,8,88," $560,705.00 "," $560,705.00 ", $-   ," $560,705.00 ",49,www.jmu.edu/,"4-year, Public",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,City: Small,Yes,22224,20346,81%,NA,Fall 2016,"$18,274",-,232423,00372100,53438,3871.50,1841.75,2029.75,19.83,71.78,4.25,0.23,1.48,0.18,2690.00,50653.50,8448.75,27164.50,4455.50,18.48,24.33,33.35,22.18,18.55,10.58,15.35,9.43,0.28,76.85,4.15,2.95,17.70,1868.25,78.75,13.78,0.23,5.60,7.20
#N/A,Jazz Barber and Hairstyling Academy,"1024 East Washington Street, Petersburg, Virginia 23803-3508",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,STEAM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://jazzhairacademy.com/,"< 2-year, Private for-profit",One but less than two years certificate,,No,,,NA,NA,Fall 2022,NA,"Cosmetology/Cosmetologist, General",498854,04304800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448691,Joyce University of Nursing and Health Sciences,"12257 South Business Park Drive, Draper, Utah 84020-6545",Draper,UT,84020,-111.892792,40.527932,,Information not available,STEAM,1,1,0,1,0,2,3,.,37,16,21,#N/A,#N/A,#N/A,#N/A,#N/A,www.joyce.edu/,"4-year, primarily associate's, Private for-profit",Associate's degree;Bachelor's degree;Master's degree,Suburb: Large,No,2304,2178,71%,NA,Fall 2016,"$27,739",-,447263,02270800,116977,5774.17,3062.67,2711.50,9.03,84.03,0.93,1.27,2.27,0.38,3780.67,114726.80,18808.20,38696.00,5471.67,5.16,6.22,53.26,28.14,8.06,3.06,7.46,6.94,1.84,76.20,1.26,1.58,23.34,2556.83,81.48,10.96,0.08,4.44,7.52
#N/A,KaiStar,"2222 So. 314 St, Federal Way, Washington 98003",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,STEAM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://paulmitchell.edu/federalway,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,210,210,51%,NA,2019-20,"$11,222","Cosmetology/Cosmetologist, General",407708,02203300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
237109,Lake Washington Institute of Technology,"11605 132nd Ave NE, Kirkland, Washington 98034-8506",Kirkland,WA,98034,-122.167131,47.705077,13,Education,Education,1,0,1,0,0,1,3,4458,50,24,26," $14,849,072.00 "," $10,862,922.00 "," $3,986,150.00 "," $6,593,533.00 ",57,https://www.lwtech.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,Suburb: Large,No,3150,3150,44%,12%,Fall 2016,"$9,694",-,235699,00537300,111002,5383.91,2598.09,2785.82,7.08,71.94,1.14,0.25,14.65,0.02,3708.64,103450.45,13162.36,52455.36,6026.82,6.42,5.11,58.92,19.40,11.55,4.55,5.55,8.40,9.06,71.75,1.84,1.49,29.12,2969.64,83.20,10.03,0.05,4.62,6.70
261436,Landmark College,"19 River Rd South, Putney, Vermont 05346",Putney,VT,5346,-72.512549,42.977172,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,272,13,259," $3,363,538.00 "," $3,363,538.00 ", $-   ," $2,939,958.00 ",48,www.landmark.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Postbaccalaureate certificate,Rural: Distant,Yes,624,585,34%,39%,Fall 2016,"$54,748",-,247649,02532600,64745,2532.67,1247.33,1285.33,2.33,94.53,1.57,0.27,0.17,0.00,2087.67,53857.00,7098.00,31101.00,4057.00,12.00,18.97,46.47,17.60,15.30,11.47,9.20,9.80,0.80,69.13,5.07,1.00,22.57,1309.67,67.17,15.60,0.43,3.57,16.83
233602,Laurel Ridge Community College,"173 Skirmisher Lane, Middletown, Virginia 22645",Middletown,VA,22645,-78.267336,39.036001,13,Education,Education,1,0,0,1,0,1,1,9790,0,0,0," $352,076.00 "," $352,076.00 ", $-   ," $111,612.00 ",36,https://www.laurelridge.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,5720,5720,41%,10%,Fall 2019,"$6,499",-,232575,00865900,69907,3192.00,1746.00,1446.00,7.50,84.90,3.40,0.20,0.60,0.00,2266.00,67383.00,6239.00,29468.00,2870.00,6.40,5.60,30.30,27.90,15.00,14.10,12.70,8.80,0.60,85.70,0.90,0.80,31.10,1656.00,79.10,17.60,0.80,2.40,2.40
233480,Liberty University,"1971 University Blvd, Lynchburg, Virginia 24515",Lynchburg,VA,24515,-79.18222,37.350232,,Information not available,STEAM,2,0,0,0,0,2,3,5578,4,1,3," $53,080.00 "," $53,080.00 ", $-   ," $53,080.00 ",30,https://www.liberty.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Small,Yes,96709,48906,66%,6%,Fall 2016,"$29,913",-,232557,02053000,44486,2674.25,1363.50,1310.75,1.45,55.43,39.15,0.00,0.98,1.20,2153.00,40193.25,9929.25,28375.50,9669.50,23.93,34.90,34.93,24.03,21.73,7.05,12.33,6.10,3.33,73.23,9.40,3.15,17.93,1228.75,88.08,7.83,0.00,7.40,4.13
233541,Longwood University,"201 High St, Farmville, Virginia 23909",Farmville,VA,23909,-78.396987,37.297975,13,Education,Education,1,0,0,1,0,1,1,33790,405,184,221," $47,688,278.00 "," $47,671,253.00 "," $17,025.00 "," $2,017,169.00 ",21,www.longwood.edu/,"4-year, Public",Bachelor's degree;Master's degree,Town: Remote,Yes,4358,3154,67%,23%,Fall 2016,"$21,772",-,232566,00371900,49531,4460.17,2228.00,2232.17,3.57,63.77,28.95,0.35,1.03,0.00,3568.00,45537.60,9914.60,18568.17,3253.17,17.28,22.34,29.57,24.43,27.85,8.52,9.67,8.08,0.30,69.17,13.97,4.92,21.38,1804.83,73.48,22.43,0.03,5.32,4.07
496511,Lotus Professional College,"8935 Patterson Avenue, Richmond, Virginia 23229",Richmond,VA,23229,-77.576237,37.594751,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,0,0,0, $-   , $-   , $-   , $-   ,0,lotus.edu/,"4-year, Private for-profit",Less than one year certificate;Master's degree,Suburb: Large,No,108,108,NA,NA,Fall 2016,NA,Aesthetician/Esthetician and Skin Care Specialist,494621,04285000,88760,5150.00,2566.67,2583.33,5.08,81.10,6.27,0.00,6.10,0.08,3565.83,108518.33,17100.83,53778.17,6562.50,7.25,8.27,51.98,25.65,13.98,2.85,5.50,9.32,0.37,79.80,1.43,0.77,19.52,2518.67,82.25,11.55,0.07,5.35,6.13
237118,Lower Columbia College,"1600 Maple Street, Longview, Washington 98632",Longview,WA,98632,-122.935928,46.14214,13,Education,Education,1,0,0,1,0,1,1,31200,211,172,39," $16,245,143.00 "," $16,236,598.00 "," $8,545.00 "," $1,852,785.00 ",54,https://lowercolumbia.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Small,Yes,2435,2435,26%,12%,Fall 2016,"$8,570",-,235750,00378200,55275,3914.50,1923.17,1991.33,12.98,78.99,0.66,0.98,1.63,0.26,2926.67,42243.75,6944.42,22659.75,3217.92,22.83,28.93,26.47,20.06,21.62,11.53,20.35,14.46,0.30,76.16,3.49,1.63,21.67,1505.42,81.41,12.69,0.31,8.61,5.60
485412,Luckes Beauty Academy LLC,"888 J. Clyde Morris Boulevard, Newport News, Virginia 23601-1303",Newport  News,VA,23601,-76.457022,37.08367,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,26,7,19," $490,477.00 "," $490,477.00 ", $-   ," $490,477.00 ",56,www.luckesbeautyacademy.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,21,21,50%,NA,2019-20,"$6,786","Cosmetology/Cosmetologist, General",483726,04214700,57182,4685.60,2304.00,2381.60,3.94,59.28,30.72,0.08,2.34,0.06,3563.80,50935.40,10688.20,26993.20,3381.60,13.78,20.72,35.38,25.74,14.08,11.04,13.70,7.84,2.02,83.24,2.24,1.78,21.64,2223.60,77.30,19.78,0.00,7.32,2.92
467094,Mandalyn Academy,"648 East State Road, Unit B, American Fork, Utah 84003-2161",American Fork,UT,84003,-111.78129,40.371763,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,67,1,66," $1,005,036.00 "," $1,005,036.00 ", $-   ," $965,000.00 ",69,https://www.mandalynacademy.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,85,85,78%,NA,2019-20,"$15,600",Master Aesthetician/Esthetician,461272,04161900,101928,5167.56,2631.67,2535.89,5.70,89.07,0.74,0.38,0.83,0.78,3071.11,92979.11,9423.56,29074.89,3518.56,6.86,8.17,46.13,24.82,14.87,6.53,7.61,9.83,1.23,77.99,1.60,1.44,21.18,2118.89,79.62,14.51,0.06,4.82,5.81
233648,Mary Baldwin University,"318 Prospect Street, Staunton, Virginia 24401",Staunton,VA,24401,-79.069273,38.153884,,Information not available,STEAM,1,0,1,1,0,2,3,4620,82,26,56," $7,921,882.00 "," $7,904,879.00 "," $17,003.00 "," $4,451,559.00 ",65,https://www.marybaldwin.edu/,"4-year, Private not-for-profit",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - professional practice,City: Small,Yes,1957,1314,45%,NA,Fall 2016,"$18,746",-,232672,00372300,54348,4895.43,2381.86,2513.57,2.77,83.66,8.43,0.29,1.39,0.00,3833.86,52083.71,8812.14,30494.57,4600.00,10.89,9.04,35.99,23.61,18.24,7.54,14.61,7.09,0.47,82.47,3.57,2.36,21.16,2321.86,72.89,19.43,0.26,4.46,7.39
233684,Marymount University,"2807 N Glebe Rd, Arlington, Virginia 22207-4299",Arlington,VA,22207,-77.128785,38.905562,13,Education,Education,1,0,0,1,0,2,3,13320,2502,693,1809," $11,909,673.00 "," $11,909,673.00 ", $-   ," $6,740,582.00 ",55,https://www.marymount.edu/,"4-year, Private not-for-profit",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Midsize,Yes,3711,2275,61%,28%,Fall 2016,"$24,664",-,232706,00372400,209943,4628.33,2246.17,2382.17,10.48,73.77,6.82,0.00,6.27,0.08,3171.33,173243.50,26709.83,80749.33,9640.83,4.20,2.70,72.72,13.33,9.13,2.33,2.47,5.17,12.32,68.37,1.90,3.53,28.38,2308.33,71.50,21.42,0.00,2.47,7.07
#N/A,Medical Solutions Academy,"306 Poplar Street, Danville, Virginia 24541-1054",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,STEAM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://www.medicalsolutionsacademy.org/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,,No,,,NA,NA,Fall 2022,NA,-,498757,04296300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
481225,Medspa Academies,"10714 South River Front Parkway, South Jordan, Utah 84095-3519",South Jordan,UT,84095,-111.912821,40.55681,13,Education,Education,1,1,0,1,0,1,1,9228,2,0,2," $111,673.00 "," $111,673.00 ", $-   ," $30,225.00 ",29,www.nima.edu/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,246,246,92%,NA,2019-20,"$15,340",Aesthetician/Esthetician and Skin Care Specialist,476993,04210300,108739,8341.63,4111.75,4229.88,4.53,88.04,1.10,0.15,3.69,0.33,5365.88,101091.75,12078.50,36186.25,3669.75,3.18,2.89,49.70,28.08,8.96,5.65,7.64,9.88,2.83,76.34,1.26,1.03,23.90,4121.50,84.20,11.33,0.19,2.95,4.31
232195,Middlebury College,"Old Chapel, Middlebury, Vermont 05753",Middlebury,VT,5753,-73.176068,44.009117,,Information not available,STEAM,1,0,0,1,0,2,3,4650,1716,545,1171," $14,644,958.00 "," $14,361,771.00 "," $283,187.00 "," $7,288,493.00 ",36,https://www.middlebury.edu/college/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree;Doctor's degree - research/scholarship,Town: Distant,Yes,2843,2773,94%,5%,Fall 2016,"$22,181",-,230959,00369100,74926,4271.00,1980.00,2291.00,3.55,85.55,1.75,0.05,5.90,0.00,3600.00,55646.00,8422.00,26544.50,3706.50,12.45,17.95,45.20,18.05,20.60,8.20,7.95,11.00,0.80,54.10,22.50,2.40,13.55,1926.50,81.80,7.50,0.00,5.75,10.70
482431,Midwives College of Utah,"1174 East Graystone Way, Suite #20F, Salt Lake City, Utah 84106",Salt Lake City,UT,84106,-111.857036,40.71089,14,Engineering,Engineering,1,0,0,1,0,2,3,14392,371,217,154," $11,114,262.00 "," $11,112,180.00 "," $2,082.00 "," $2,968,888.00 ",49,https://www.midwifery.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree,City: Midsize,No,282,279,0%,NA,Fall 2016,"$27,817",-,480985,04218300,80388,4148.00,2118.25,2029.75,9.89,82.55,1.71,0.69,2.41,0.75,3152.88,62864.00,7950.63,32332.00,4415.50,10.78,11.83,50.33,21.55,14.83,5.93,7.38,10.00,4.39,76.36,2.86,2.48,19.71,2398.00,79.41,16.26,0.00,3.74,4.31
233754,Mountain Empire Community College,"3441 Mountain Empire Road, Big Stone Gap, Virginia 24219",Big Stone Gap,VA,24219,-82.758277,36.854421,,Information not available,STEAM,1,0,0,1,0,2,3,4680,2514,830,1684," $16,943,517.00 "," $16,688,960.00 "," $254,557.00 "," $6,428,509.00 ",41,www.mecc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,No,1928,1928,40%,3%,Fall 2019,"$6,331",-,232788,00962900,57898,5178.50,2782.50,2396.00,2.05,87.60,7.85,0.00,0.10,0.00,4227.00,43009.50,10489.50,23403.00,4552.50,21.35,33.25,36.85,19.10,20.55,6.60,16.85,11.25,2.65,84.65,0.00,0.00,21.05,1686.50,68.50,27.90,0.00,8.40,3.60
232982,Mountain Gateway Community College,"1000 College Drive, Clifton Forge, Virginia 24422-1000",Clifton Forge,VA,24422,-79.852536,37.812275,13,Education,Education,1,0,0,1,0,1,2,7239,7842,3038,4804," $100,258,074.00 "," $100,232,142.00 "," $25,932.00 "," $32,663,795.00 ",37,www.mgcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,946,946,42%,8%,Fall 2019,"$6,503",-,231873,00499600,46034,3449.00,1694.00,1755.00,2.20,87.05,8.95,0.00,0.10,0.00,2773.00,40941.50,6609.00,22849.50,2816.50,25.05,34.50,29.20,24.95,20.75,7.60,17.55,7.50,0.10,83.45,1.50,3.65,23.05,1277.50,77.55,17.40,0.00,6.50,5.05
449870,Mountainland Technical College,"2301 West Ashton Blvd., Lehi, Utah 84043",Lehi,UT,84043,-111.886031,40.419941,52,Business Management & Admin Services,Business Management & Admin Services,1,0,1,1,0,1,2,12912,9,3,6," $626,466.00 "," $601,410.00 "," $25,056.00 "," $145,462.00 ",44,https://mtec.edu/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,3306,3306,65%,NA,2019-20,NA,Medical/Clinical Assistant,448248,03413300,108515,5407.92,2742.67,2665.25,7.04,88.44,0.08,0.48,1.46,0.55,3002.42,82574.08,9015.17,25285.92,3062.50,5.56,6.23,44.64,25.88,13.71,8.31,7.45,10.93,1.90,75.62,0.94,1.98,24.13,2264.17,83.19,12.43,0.13,2.79,4.24
409698,Myotherapy Massage College,"3950 South 700 East, Suite 100, Millcreek City, Utah 84107",Millcreek City,UT,84107,-111.871866,40.686411,13,Education,Education,1,0,0,1,0,1,2,5742,236,100,136," $38,567,569.00 "," $38,477,847.00 "," $89,722.00 "," $14,116,445.00 ",45,myotherapycollege.com/,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,35,35,36%,NA,2019-20,"$25,751",Massage Therapy/Therapeutic Massage,406486,03082100,61095,4739.56,2349.44,2390.11,16.31,71.77,3.34,0.46,4.02,1.76,3355.67,48276.11,6352.78,25865.89,3885.44,15.29,22.20,34.27,28.42,17.18,7.42,12.71,11.58,5.06,73.46,3.08,1.99,20.97,2592.11,83.42,11.03,0.11,4.42,5.46
447467,Neumont College of Computer Science,"143 South Main Street, Salt Lake City, Utah 84111-1917",Salt Lake City,UT,84111,-111.890573,40.766096,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,288,11,277," $1,222,697.00 "," $1,222,697.00 ", $-   ," $1,206,329.00 ",70,https://www.neumont.edu/,"4-year, Private for-profit",Associate's degree;Bachelor's degree,City: Midsize,Yes,517,517,59%,NA,Fall 2016,"$25,977",-,445692,01009800,47096,2124.00,1117.40,1006.60,10.16,73.90,6.12,2.90,4.24,0.06,1813.20,39289.20,7943.40,37471.80,7285.40,23.34,11.34,49.92,23.56,16.44,3.10,6.92,6.46,14.24,53.98,14.42,5.08,19.62,1312.40,79.28,17.68,0.00,4.88,3.00
233842,New River Community College,"5251 College Drive, Dublin, Virginia 24084-3660",Dublin,VA,24084,-80.69605,37.105239,,Information not available,STEAM,2,0,0,0,0,1,3,.,38,13,25,#N/A,#N/A,#N/A,#N/A,#N/A,www.nr.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,Town: Fringe,No,3980,3980,47%,7%,Fall 2019,"$8,219",-,232867,00522300,57511,3609.20,1828.00,1781.20,0.88,92.08,4.83,0.03,0.83,0.03,2944.80,51264.75,6825.25,26537.00,3421.25,10.98,14.45,31.60,25.08,14.35,8.73,20.25,7.70,1.18,84.93,1.55,1.58,25.68,1588.60,73.95,21.90,0.00,5.98,4.13
446288,Nightingale College,"95 S State St Suite 400, Salt Lake City, Utah 84111",Salt Lake City,UT,84111,-111.887917,40.767465,,Information not available,STEAM,1,1,0,1,0,2,3,#N/A,6,1,5," $398,887.00 "," $392,491.00 "," $6,396.00 "," $339,078.00 ",57,www.nightingale.edu/,"4-year, Private for-profit",One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,City: Midsize,No,2994,2988,69%,NA,Fall 2016,"$26,820",Registered Nursing/Registered Nurse,444787,03838300,47096,2124.00,1117.40,1006.60,10.16,73.90,6.12,2.90,4.24,0.06,1813.20,39289.20,7943.40,37471.80,7285.40,23.34,11.34,49.92,23.56,16.44,3.10,6.92,6.46,14.24,53.98,14.42,5.08,19.62,1312.40,79.28,17.68,0.00,4.88,3.00
233921,Norfolk State University,"700 Park Avenue, Norfolk, Virginia 23504-8000",Norfolk,VA,23504,-76.261375,36.848429,13,Education,Education,1,0,0,1,1,1,2,12104,2158,1163,995," $132,095,150.00 "," $131,384,129.00 "," $711,021.00 "," $22,336,707.00 ",15,www.nsu.edu/,"4-year, Public",Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree;Doctor's degree - research/scholarship,City: Midsize,Yes,5783,5337,40%,18%,Fall 2016,"$14,652",-,232937,00376500,34016,2217.13,1009.63,1207.50,3.74,4.55,87.75,0.19,0.95,0.00,1651.00,34288.38,6538.25,16208.88,3041.75,30.99,38.13,23.08,23.58,33.39,5.05,14.94,9.40,13.21,63.56,8.08,3.34,22.58,887.13,79.84,17.75,0.00,13.50,2.39
237136,North Seattle College,"9600 College Way North, Seattle, Washington 98103-3599",Seattle,WA,98103,-122.333584,47.698408,,Information not available,STEAM,1,0,0,1,0,1,1,15220,5,2,3," $2,380,492.00 "," $2,380,492.00 ", $-   ," $387,637.00 ",51,www.northseattle.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,City: Large,No,4675,4675,28%,32%,Fall 2016,"$10,047",-,236072,00970400,113443,5113.09,2496.45,2616.64,4.61,79.31,1.10,0.08,9.15,0.14,4177.18,94034.64,13845.55,54538.45,5649.00,7.75,3.86,67.01,16.55,10.27,2.59,3.55,8.00,25.19,47.99,4.33,6.50,27.45,3496.91,78.85,13.90,0.14,3.32,7.13
233949,Northern Virginia Community College,"4001 Wakefield Chapel Rd, Annandale, Virginia 22003-3796",Annandale,VA,22003,-77.236718,38.833361,,Information not available,STEAM,1,0,0,1,0,2,3,4680,835,293,542," $15,431,897.00 "," $15,397,957.00 "," $33,940.00 "," $6,340,494.00 ",46,https://www.nvcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Large,No,51896,51896,35%,14%,Fall 2019,"$10,109",-,232946,00372700,119489,4221.00,2130.69,2090.31,25.24,41.88,6.28,0.08,23.36,0.02,2461.54,107794.69,15455.46,43597.00,5160.46,9.65,13.88,46.64,17.42,21.45,10.05,4.45,12.28,7.84,70.75,1.87,2.15,31.76,2267.92,73.21,19.00,0.12,4.72,7.67
468848,Northern Virginia School of Therapeutic Massage,"6402 Arlington Blvd, Suite 840, Falls Church, Virginia 22042-4302",Falls Church,VA,22042,-77.160302,38.873422,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,45,26,19," $4,701,090.00 "," $4,701,090.00 ", $-   ," $3,800,483.00 ",68,www.nvschoolofmassage.com/,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,139,139,NA,NA,2019-20,NA,Massage Therapy/Therapeutic Massage,461412,04169400,121088,4176.22,2183.33,1992.89,26.97,44.02,6.70,0.02,19.13,0.06,2513.56,103354.22,12726.33,42960.56,4948.00,7.11,10.21,46.52,18.20,21.82,8.60,4.84,10.67,9.36,70.78,1.83,2.03,28.98,2455.44,76.23,17.16,0.00,4.73,6.62
383163,Northwest College of Art & Design,"1126 Pacific Avenue, Suite 101, Tacoma, Washington 98402",Tacoma,WA,98402,-122.43885,47.25249,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,7,0,7," $909,300.00 "," $909,300.00 ", $-   ," $208,740.00 ",32,https://ncad.edu/,"4-year, Private for-profit",Bachelor's degree,City: Midsize,No,119,119,56%,NA,Fall 2016,"$16,870",-,377546,02602100,55250,4018.60,1926.20,2092.40,8.68,70.14,7.36,0.68,6.30,0.08,3344.00,51496.00,8626.40,37075.40,5672.00,24.52,36.42,49.92,17.00,19.10,6.14,7.82,7.84,7.76,70.00,8.44,1.42,26.50,2012.20,80.32,15.62,0.10,8.02,3.94
