studend_id,location,zip_code,gender,ethnicity,science_points,technology_points,engineering_points,art_points,math_points,average_points,profile
4524,SAN JUAN,00716,Male,Hispanic,92,60,47,40,80,63.8,"I am a culinary enthusiast and aspiring chef. Experimenting with recipes, exploring diverse cuisines, and creating gastronomic delights are my culinary passions."
4525,PONCE,00901,Female,Asian,14,73,74,50,100,62.2,"I am a fashion design enthusiast. Sketching designs, experimenting with fabrics, and staying updated on the latest trends define my interest in the fashion industry."
4526,SAN JUAN,00716,Male,Hispanic,14,99,38,62,7,44,"I am a film enthusiast and aspiring director. Capturing moments, storytelling through visuals, and understanding the art of cinema drive my creativity."
4527,ADJUNTAS,00716,Male,Asian,80,25,48,43,23,43.8,"I am a fitness enthusiast and personal trainer. Promoting a healthy lifestyle, designing workout routines, and inspiring others to achieve their fitness goals are my priorities."
4528,MAYAGUEZ,00716,Female,African American,99,26,36,38,40,47.8,"I am a graphic design enthusiast. Creating visually appealing designs, exploring digital art, and staying updated on design trends are my creative pursuits."
4529,PONCE,00601,Male,Hispanic,63,51,93,19,38,52.8,"I am a literature enthusiast and aspiring author. Immersing myself in classic novels, writing short stories, and exploring different genres fuel my creativity."
4530,PONCE,00680,Female,African American,43,79,25,42,37,45.2,"I am a music producer and DJ. Creating beats, experimenting with sound, and exploring the world of electronic music are my artistic pursuits."
4531,PONCE,00716,Male,African American,27,27,35,98,68,51,"I am a nature lover and environmental advocate. Hiking trails, participating in eco-friendly initiatives, and promoting sustainability are my priorities."
4532,SAN JUAN,00716,Male,Hispanic,87,4,71,21,98,56.2,"I am a photography enthusiast. Capturing moments, experimenting with camera techniques, and expressing emotions through visual storytelling are my creative outlets."
4533,ADJUNTAS,00901,Female,Asian,20,85,64,20,86,55,"I am a psychology major and mental health advocate. Understanding the human mind, promoting mental well-being, and working towards breaking the stigma around mental health are my academic and personal goals."
4534,ADJUNTAS,00901,Male,Asian,23,53,64,90,60,58,"I am a social justice advocate. Participating in activism, raising awareness about important issues, and working towards creating positive change in society are my goals."
4535,ADJUNTAS,00716,Female,African American,34,23,8,35,49,29.8,"I am a technology entrepreneur. Building startups, innovating in the tech space, and envisioning the future of digital transformation are my professional ambitions."
4536,PONCE,00901,Female,Caucasian,32,22,67,27,30,35.6,"I am a technology geek and blockchain enthusiast. Studying decentralized systems, investing in cryptocurrencies, and understanding the future of finance are my passions."
4537,PONCE,00716,Female,Caucasian,65,92,6,3,97,52.6,"I am a theater arts lover and aspiring actor. Performing on stage, studying different acting techniques, and being a part of local theater productions are my passions."
4538,MAYAGUEZ,00901,Female,Hispanic,22,43,7,89,91,50.4,"I am an adventure sports enthusiast. Rock climbing, kayaking, and exploring the great outdoors are my ways of embracing adrenaline-fueled experiences."
4539,PONCE,00680,Female,African American,21,6,51,7,71,31.2,"I am an avid sports fan, particularly passionate about baseball. Analyzing player statistics, attending games, and supporting my favorite team are my hobbies."
4540,ADJUNTAS,00601,Female,Hispanic,57,13,77,4,77,45.6,"I am deeply involved in marine biology. Exploring the ocean, studying marine life, and advocating for ocean conservation drive my commitment to the environment."
4541,ADJUNTAS,00680,Male,Hispanic,68,77,82,4,89,64,"I am passionate about urban planning and architecture. Exploring the cityscape, studying skyscrapers, and envisioning sustainable urban environments are my interests."
4542,PONCE,00716,Male,Asian,45,17,17,53,37,33.8,"I find joy in community service. Volunteering at local shelters, organizing charity events, and making a positive impact in my neighborhood define my values."
4543,MAYAGUEZ,00716,Female,Asian,39,40,3,9,31,24.4,"A computer engineering student, I enjoy coding and building hardware, aspiring to contribute to technological advancements."
4544,PONCE,00716,Male,African American,24,94,8,68,100,58.8,"As a biochemistry major, I delve into the molecular intricacies of life, aspiring to contribute to medical advancements."
4545,PONCE,00716,Male,Caucasian,86,68,47,33,49,56.6,"As a business student, I explore the intersection of entrepreneurship and social impact, aiming to create positive change."
4546,SAN JUAN,00680,Female,Asian,17,18,43,49,47,34.8,"As a literature student, I dive into the world of books, exploring diverse narratives and perspectives through reading and analysis."
4547,PONCE,00601,Male,Hispanic,52,2,61,74,53,48.4,"As a literature student, I explore diverse narratives and cultures, seeking to understand and communicate through storytelling."
4548,ADJUNTAS,00716,Female,Caucasian,90,27,3,23,8,30.2,"As a photography student, I capture moments that tell unique stories, exploring the artistry of visual representation."
4549,ADJUNTAS,00680,Female,Asian,8,8,44,57,18,27,"As a psychology major, I delve into understanding human behavior and aspire to contribute to mental health research."
4550,ADJUNTAS,00901,Male,Hispanic,5,79,75,96,84,67.8,"As a sociology major, I am dedicated to understanding societal dynamics and working towards social justice initiatives."
4551,SAN JUAN,00716,Female,Asian,97,51,49,77,25,59.8,"I am a biology student fascinated by wildlife conservation, working towards preserving biodiversity and ecosystems."
4552,SAN JUAN,00901,Female,Asian,86,87,50,21,39,56.6,"I am a business major, learning about entrepreneurship and strategic management to pursue innovative business solutions."
4553,PONCE,00716,Female,Asian,82,47,10,92,93,64.8,"I am a chemistry major, conducting research to unravel the mysteries of chemical reactions and their applications."
4554,MAYAGUEZ,00716,Female,Hispanic,10,63,43,23,2,28.2,"I am a communications student, exploring the power of effective messaging and media to bring about positive social change."
4555,PONCE,00680,Male,Hispanic,62,30,79,5,50,45.2,"I am a competitive esports player, dedicating my time to mastering various video games and participating in gaming tournaments worldwide."
4556,SAN JUAN,00601,Female,Asian,29,13,91,61,81,55,"I am a computer engineering student, fascinated by artificial intelligence and its potential applications."
4557,PONCE,00680,Male,Hispanic,11,92,62,2,97,52.8,"I am a computer programming student, passionate about coding and developing software applications."
4558,SAN JUAN,00680,Female,Asian,30,46,99,0,3,35.6,I am a computer science student passionate about creating innovative software solutions for real-world problems.
4559,ADJUNTAS,00901,Male,African American,71,14,82,9,26,40.4,I am a computer science student with a passion for developing innovative applications that simplify everyday tasks.
4560,ADJUNTAS,00680,Male,Caucasian,58,46,62,71,53,58,"I am a computer science student, exploring artificial intelligence and its potential applications in various domains."
4561,SAN JUAN,00680,Female,Hispanic,94,45,35,29,88,58.2,"I am a culinary anthropologist, studying the intersection of food, culture, and identity while exploring diverse culinary traditions."
4562,PONCE,00680,Male,Asian,42,97,85,21,63,61.6,"I am a dance choreographer, merging my love for cultural diversity with contemporary dance forms to create visually stunning performances."
4563,MAYAGUEZ,00601,Female,Asian,85,4,28,80,94,58.2,"I am a data scientist with a passion for healthcare analytics, utilizing data to improve patient outcomes and streamline healthcare processes."
4564,ADJUNTAS,00901,Female,African American,71,10,59,78,57,55,"I am a fashion blogger, combining my love for style and technology to showcase the latest trends and promote sustainable and ethical fashion."
4565,MAYAGUEZ,00716,Male,Asian,25,63,97,83,65,66.6,"I am a fashion design enthusiast, merging traditional styles with sustainable materials to create eco-friendly clothing."
4566,SAN JUAN,00716,Male,Caucasian,54,18,89,37,82,56,"I am a film buff, exploring the art of cinematography and storytelling through various cinematic lenses."
4567,SAN JUAN,00901,Male,Hispanic,83,100,74,90,71,83.6,"I am a film studies student, exploring the art of cinema and its cultural impact on society."
4568,MAYAGUEZ,00901,Male,African American,25,72,1,76,43,43.4,"I am a fitness enthusiast, blending my love for science with exercise physiology to optimize physical performance."
4569,SAN JUAN,00680,Female,Asian,45,58,21,79,69,54.4,"I am a food enthusiast with a knack for experimenting in the kitchen, constantly exploring new culinary delights."
4570,PONCE,00901,Male,Asian,3,73,25,83,58,48.4,"I am a gamer and esports enthusiast, diving into the competitive world of virtual gaming and exploring the future of digital sports."
4571,PONCE,00680,Female,Asian,84,13,10,18,40,33,"I am a gaming developer, creating interactive and immersive experiences that push the boundaries of storytelling and user engagement."
4572,PONCE,00680,Male,African American,83,12,41,66,19,44.2,"I am a graphic arts student, creating visually compelling designs and exploring the fusion of art and technology."
4573,SAN JUAN,00716,Male,Hispanic,37,29,13,16,34,25.8,"I am a history student, exploring the rich tapestry of the past and its impact on shaping contemporary societies."
4574,MAYAGUEZ,00901,Female,Caucasian,33,78,51,75,85,64.4,"I am a journalism major, passionate about investigative reporting and uncovering truths for the public."
4575,ADJUNTAS,00716,Male,Caucasian,60,77,66,99,100,80.4,"I am a language polyglot, fascinated by linguistics and using data to analyze language patterns across diverse cultures."
4576,ADJUNTAS,00901,Female,Asian,89,9,82,9,88,55.4,"I am a literature enthusiast, delving into the world of classic and contemporary novels while exploring the art of storytelling through writing."
4577,PONCE,00716,Male,Asian,7,46,84,73,94,60.8,"I am a literature student, immersing myself in the world of books to understand diverse cultures and perspectives."
4578,ADJUNTAS,00680,Male,Hispanic,60,60,7,30,65,44.4,"I am a marine biology enthusiast, conducting research on marine ecosystems and advocating for ocean conservation through education."
4579,SAN JUAN,00680,Female,Asian,37,76,40,22,0,35,"I am a marketing major, exploring consumer behavior and the strategic aspects of building successful brands."
4580,MAYAGUEZ,00716,Female,Caucasian,84,29,56,20,88,55.4,"I am a marketing student, exploring the strategic aspects of brand management and consumer behavior."
4581,SAN JUAN,00680,Female,Hispanic,98,75,85,83,47,77.6,"I am a mathematics student with a keen interest in data analytics, applying quantitative skills to solve complex problems."
4582,SAN JUAN,00601,Female,African American,16,24,37,68,4,29.8,"I am a neuroscience student, exploring the intricacies of the human brain and aspiring to contribute to advancements in mental health."
4583,MAYAGUEZ,00716,Female,African American,45,59,46,79,64,58.6,"I am a physics student, fascinated by the fundamental principles of the universe, aspiring to contribute to scientific discoveries."
4584,ADJUNTAS,00716,Female,Hispanic,39,72,83,33,36,52.6,"I am a physics student, fascinated by the laws of the universe and aspiring to contribute to scientific discoveries."
4585,MAYAGUEZ,00901,Female,Asian,33,15,90,64,60,52.4,"I am a podcast host, exploring diverse topics and interviewing experts to engage and educate listeners on a wide range of subjects."
4586,SAN JUAN,00680,Male,Caucasian,97,54,55,15,50,54.2,"I am a psychology student, fascinated by human behavior and committed to promoting mental health awareness."
4587,MAYAGUEZ,00601,Female,Hispanic,65,32,6,77,55,47,"I am a quantum physicist, conducting research on the fundamental principles of quantum mechanics and their potential applications in technology."
4588,MAYAGUEZ,00901,Male,Hispanic,73,80,0,9,84,49.2,"I am a renewable energy advocate, working on projects that harness solar and wind power to create a sustainable and eco-friendly future."
4589,PONCE,00716,Male,Asian,87,11,8,49,68,44.6,"I am a robotics engineer fascinated by the intersection of artificial intelligence and automation, working to create cutting-edge robotic systems."
4590,PONCE,00601,Female,Caucasian,68,15,85,10,5,36.6,"I am a robotics enthusiast, channeling my creativity into building and programming robots for innovative applications."
4591,SAN JUAN,00601,Male,Caucasian,24,25,37,34,61,36.2,"I am a social justice advocate, using data analytics to address disparities and create positive societal impact."
4592,SAN JUAN,00680,Male,African American,6,21,67,39,78,42.2,"I am a social media influencer passionate about promoting diversity and inclusivity, using my platform to amplify underrepresented voices."
4593,ADJUNTAS,00716,Female,African American,97,22,46,48,22,47,"I am a sociology major, exploring societal structures and advocating for social justice in marginalized communities."
4594,SAN JUAN,00901,Male,Hispanic,60,81,41,44,79,61,"I am a sociology student, dedicated to understanding societal dynamics and working towards social justice."
4595,ADJUNTAS,00601,Female,Caucasian,88,92,92,1,83,71.2,"I am a tech-savvy gamer, fascinated by the world of virtual reality and its potential for immersive storytelling."
4596,ADJUNTAS,00716,Male,Asian,61,91,63,72,76,72.6,"I am a technology entrepreneur, developing apps that promote mental health awareness and facilitate mindfulness practices."
4597,MAYAGUEZ,00680,Male,Asian,59,72,57,0,61,49.8,"I am a virtual reality artist, creating immersive digital experiences that explore the boundaries between reality and imagination."
4598,MAYAGUEZ,00716,Female,Hispanic,74,91,100,11,39,63,"I am a wildlife conservationist, actively involved in efforts to protect endangered species and their habitats through fieldwork and advocacy."
4599,SAN JUAN,00680,Male,Hispanic,29,92,39,26,32,43.6,"I am a wildlife photographer, capturing the beauty of nature and advocating for conservation through visual storytelling."
4600,PONCE,00716,Male,Caucasian,28,99,65,94,57,68.6,"I am an advocate for LGBTQ+ rights, using data analysis to understand and address inequalities while fostering a more inclusive society."
4601,PONCE,00901,Female,Asian,24,30,51,42,30,35.4,"I am an advocate for mental health awareness, using data analytics to analyze patterns and promote initiatives that support mental well-being."
4602,ADJUNTAS,00716,Female,African American,3,41,61,19,84,41.6,"I am an architecture student, combining creativity and technical skills to design sustainable and aesthetically pleasing spaces."
4603,SAN JUAN,00901,Male,African American,82,9,69,85,20,53,"I am an aspiring astronaut, studying astrophysics and contributing to space exploration research with a dream of venturing beyond our planet."
4604,ADJUNTAS,00680,Male,African American,21,52,58,1,58,38,"I am an astronomy enthusiast, combining my love for data analysis with telescope observations to unravel celestial mysteries."
4605,MAYAGUEZ,00601,Female,Caucasian,6,43,91,60,69,53.8,"I am an avid musician, exploring the fusion of traditional instruments with electronic beats to create unique soundscapes."
4606,SAN JUAN,00601,Male,Caucasian,84,81,95,82,74,83.2,"I am an economics student, analyzing economic systems and exploring ways to promote sustainable and inclusive growth."
4607,SAN JUAN,00901,Female,Hispanic,21,50,40,92,88,58.2,"I am an environmental science student, passionate about sustainability and dedicated to promoting eco-friendly practices."
4608,PONCE,00716,Female,Asian,27,16,73,62,75,50.6,"I am an outdoor adventurer, passionate about rock climbing and documenting my experiences through photography."
4609,SAN JUAN,00716,Male,African American,26,64,53,11,21,35,I am passionate about sustainable technology and enjoy coding projects that contribute to environmental conservation.
4610,PONCE,00716,Female,Asian,89,26,7,49,70,48.2,"I have a fascination with astrophysics, spending my free time stargazing and delving into the mysteries of the cosmos."
4611,SAN JUAN,00601,Female,Caucasian,64,7,99,63,65,59.6,"I have a passion for psychology, exploring the intersection of human behavior and technology in the digital age."
4612,MAYAGUEZ,00680,Male,Asian,3,54,47,9,52,33,"I have a passion for sustainable agriculture, working on innovative farming techniques to address food security and environmental impact."
4613,ADJUNTAS,00680,Female,African American,53,82,69,24,13,48.2,"I study anthropology, delving into the study of human societies and cultures, aiming to foster cultural understanding."
4614,PONCE,00680,Male,Asian,37,58,41,68,79,56.6,"I study computer graphics, exploring the artistry of visual design and its applications in digital media."
4615,PONCE,00601,Male,African American,7,75,28,26,43,35.8,"I study international relations, exploring global issues and diplomatic solutions to foster cooperation between nations."
4616,SAN JUAN,00680,Male,Caucasian,80,57,85,52,85,71.8,"I study political science, delving into the complexities of government structures and international relations."
4617,SAN JUAN,00901,Female,Hispanic,75,58,11,54,67,53,"I study psychology, exploring the intricacies of the human mind and aspiring to contribute to mental health research."
4618,SAN JUAN,00901,Male,African American,11,76,3,85,93,53.6,"I study urban planning, passionate about creating sustainable and equitable communities for future generations."
4619,PONCE,00601,Male,Hispanic,2,13,18,78,9,24,"My interest lies in urban planning, and I channel my creativity into designing sustainable cityscapes for future generations."
4620,PONCE,00716,Male,African American,54,72,35,29,54,48.8,"My interests span classical literature and modern technology, combining my love for storytelling with advancements in AI."
4621,PONCE,00680,Male,Hispanic,5,18,46,1,88,31.6,"My passion lies in environmental activism, and I dedicate my time to raising awareness about sustainable living practices."
4622,SAN JUAN,00680,Female,Caucasian,17,17,17,78,55,36.8,"Pursuing a degree in environmental engineering, I aim to develop sustainable solutions for environmental challenges."
4623,SAN JUAN,00901,Female,Asian,78,42,27,0,100,49.4,"Pursuing a degree in mathematics, I enjoy solving complex problems and exploring the beauty of mathematical concepts."
4624,MAYAGUEZ,00601,Male,African American,5,44,54,15,55,34.6,"Pursuing a degree in political science, I am committed to understanding and addressing political challenges."
4625,MAYAGUEZ,00716,Female,African American,78,98,73,33,56,67.6,"Pursuing computer animation, I bring digital worlds to life, merging technology with artistic expression."
4626,MAYAGUEZ,00680,Female,African American,81,75,19,32,49,51.2,"Pursuing graphic design, I express my creativity through visual arts, blending technology with artistic expression."
4627,ADJUNTAS,00601,Female,Caucasian,30,87,71,69,20,55.4,"Pursuing journalism, I aspire to be a storyteller, shedding light on diverse perspectives and fostering understanding."
4628,SAN JUAN,00601,Male,African American,98,70,71,30,37,61.2,"Pursuing mechanical engineering, I design and build machines, channeling creativity into solving complex engineering challenges."
4629,SAN JUAN,00680,Female,Caucasian,3,78,43,47,53,44.8,"Pursuing sociology, I analyze social structures and inequalities, working towards creating a more just and inclusive society."
4630,PONCE,00716,Female,Hispanic,0,46,44,58,61,41.8,"Pursuing sports science, I merge my passion for fitness with scientific inquiry, aiming to optimize athletic performance."
4631,MAYAGUEZ,00680,Female,Asian,93,54,46,73,83,69.8,"Studying astronomy, I explore the wonders of the universe and aim to contribute to our understanding of celestial bodies."
4632,SAN JUAN,00601,Female,Hispanic,44,50,34,7,40,35,"Studying bioinformatics, I am passionate about deciphering biological data to contribute to advancements in healthcare."
4633,PONCE,00901,Female,Asian,44,43,33,30,67,43.4,"Studying electrical engineering, I am fascinated by electronics and aspire to contribute to technological innovations."
4634,SAN JUAN,00901,Male,Asian,61,65,74,85,37,64.4,"Studying environmental engineering, I aim to develop solutions that address environmental challenges and promote sustainability."
4635,SAN JUAN,00601,Female,Hispanic,0,78,69,30,3,36,"Studying environmental science, I am dedicated to promoting sustainability and addressing climate change challenges."
4636,PONCE,00601,Female,African American,17,6,92,41,84,48,"Studying film production, I immerse myself in cinematic arts, exploring visual storytelling and creative expression."
4637,PONCE,00716,Male,African American,29,47,46,8,38,33.6,"Studying international relations, I aspire to contribute to global diplomacy and promote peaceful international cooperation."
4638,PONCE,00601,Male,Hispanic,91,44,32,65,94,65.2,"Studying marine biology, I am drawn to the mysteries of the ocean, aspiring to contribute to marine conservation efforts."
4639,ADJUNTAS,00716,Male,Caucasian,34,9,83,85,33,48.8,"Studying mechanical engineering, I design and build innovative solutions, combining creativity with technical skills."
4640,MAYAGUEZ,00601,Male,Asian,100,3,39,8,89,47.8,"Studying music composition, I create original pieces that blend traditional and contemporary musical elements."
4641,MAYAGUEZ,00716,Female,Asian,59,9,30,49,41,37.6,"Studying music, I explore the fusion of traditional and modern sounds, expressing creativity through composition and performance."
4642,ADJUNTAS,00680,Female,Asian,21,34,95,64,22,47.2,"I'm a senior with a passion for marine biology. Exploring ocean ecosystems, studying marine life, and promoting ocean conservation drive my academic pursuits. In my free time, I enjoy scuba diving and capturing underwater photography."
4643,PONCE,00901,Female,Asian,63,94,47,91,66,72.2,"As a sophomore, I'm fascinated by computer science and artificial intelligence. Coding innovative programs, exploring machine learning algorithms, and participating in hackathons are my favorite activities. I also enjoy hiking and capturing the beauty of nature through photography."
4644,PONCE,00716,Female,Asian,94,1,1,50,57,40.6,"I'm a junior passionate about environmental science. Studying desert ecosystems, researching sustainable practices, and advocating for ecological awareness are my academic interests. In my spare time, I engage in community gardening and promote sustainable living."
4645,ADJUNTAS,00901,Female,African American,17,38,32,48,27,32.4,"I'm a freshman with a keen interest in forestry and wildlife conservation. Exploring different types of forests, conducting birdwatching expeditions, and participating in tree planting initiatives are my academic and extracurricular pursuits."
4646,SAN JUAN,00680,Male,Caucasian,38,78,63,89,58,65.2,"I'm a senior with a love for literature and creative writing. Analyzing classic novels, composing poetry, and participating in writing competitions are my academic passions. I also enjoy playing musical instruments and volunteering at local literacy programs."
4647,ADJUNTAS,00716,Female,Asian,79,80,45,29,28,52.2,"I'm a sophomore with a fascination for astronomy and astrophysics. Studying celestial bodies, observing the night sky, and engaging in astronomy club activities are my scientific interests. I also enjoy stargazing and capturing astronomical events through astrophotography."
4648,ADJUNTAS,00680,Male,Caucasian,1,94,55,71,60,56.2,"I'm a junior passionate about psychology and mental health. Understanding human behavior, conducting research on mental health issues, and volunteering at counseling centers are my academic pursuits. In my free time, I enjoy mindfulness practices and yoga."
4649,SAN JUAN,00716,Male,Hispanic,15,50,64,26,99,50.8,"I'm a freshman with a love for entrepreneurship and business. Creating innovative business models, participating in startup competitions, and exploring the world of e-commerce are my academic and extracurricular interests."
4650,MAYAGUEZ,00901,Male,Caucasian,86,13,85,95,47,65.2,"I'm a senior with a passion for history and archaeology. Researching ancient civilizations, participating in archaeological digs, and studying historical artifacts are my academic pursuits. I also enjoy travel and experiencing different cultures firsthand."
4651,PONCE,00680,Female,African American,17,86,22,14,33,34.4,"I'm a sophomore with a fascination for environmental engineering. Designing sustainable solutions, participating in eco-friendly initiatives, and promoting green technologies are my academic and extracurricular interests."
4652,MAYAGUEZ,00601,Female,Caucasian,53,46,27,19,25,34,"I'm a junior with a love for the performing arts. Acting in school plays, participating in dance performances, and exploring various forms of visual arts are my creative pursuits. I also enjoy volunteering at local community theaters."
4653,PONCE,00680,Male,Caucasian,22,99,5,8,74,41.6,"I'm a freshman with a passion for mathematics and theoretical physics. Solving complex mathematical problems, exploring quantum mechanics, and participating in math competitions are my academic interests."
4654,MAYAGUEZ,00716,Male,Hispanic,77,87,35,39,72,62,"I'm a senior with a love for technology and innovation. Coding applications, participating in robotics competitions, and exploring the latest advancements in tech drive my academic pursuits. I also enjoy video game development as a hobby."
4655,ADJUNTAS,00901,Male,Asian,47,37,35,29,81,45.8,"I'm a sophomore with a fascination for political science and international relations. Analyzing global issues, participating in model UN conferences, and volunteering for international aid organizations are my academic and extracurricular pursuits."
4656,MAYAGUEZ,00601,Male,Caucasian,66,93,67,23,89,67.6,"I'm a junior passionate about animal science and veterinary studies. Caring for animals, participating in veterinary internships, and conducting research on animal behavior are my academic pursuits. I also enjoy horseback riding and volunteering at local animal shelters."
4657,ADJUNTAS,00601,Male,African American,11,90,28,77,7,42.6,"I'm a freshman with a love for creative expression through music. Playing musical instruments, composing original pieces, and participating in school band activities are my creative pursuits."
4658,PONCE,00680,Male,Hispanic,9,82,91,40,51,54.6,"I'm a senior with a fascination for space exploration and astrophysics. Following space missions, studying celestial phenomena, and engaging in astronomy outreach programs are my scientific interests. I also enjoy organizing stargazing events for the community."
4659,PONCE,00680,Female,Caucasian,40,86,9,1,29,33,"I'm a junior with a passion for social justice and human rights. Advocating for equality, participating in community activism, and volunteering for non-profit organizations are my academic and extracurricular pursuits."
4660,PONCE,00601,Male,Caucasian,54,6,43,89,39,46.2,"I'm a freshman with a love for literature and journalism. Writing articles, exploring investigative journalism, and participating in school publications drive my academic and extracurricular interests."
4661,ADJUNTAS,00680,Male,Hispanic,51,74,3,88,41,51.4,"I'm a sophomore with a fascination for urban planning and architecture. Designing sustainable urban spaces, participating in architectural competitions, and exploring innovative city planning strategies are my academic and extracurricular pursuits."
4662,SAN JUAN,00901,Male,African American,47,43,11,30,20,30.2,"A senior who finds passion in robotics and artificial intelligence. Building autonomous robots, competing in robotics tournaments, and mentoring younger students in STEM projects are my academic pursuits."
4663,ADJUNTAS,00601,Male,African American,4,1,51,41,33,26,"As a sophomore, I immerse myself in the world of ecology. Conducting field studies, participating in birdwatching clubs, and advocating for biodiversity conservation are my academic and environmental interests."
4664,SAN JUAN,00601,Male,African American,10,73,86,80,10,51.8,"A junior with a love for graphic design and digital arts. Creating visual masterpieces, experimenting with digital media, and contributing to school publications drive my creative endeavors."
4665,ADJUNTAS,00680,Female,Caucasian,6,90,4,62,76,47.6,"A freshman with an enthusiasm for astronomy. Stargazing, participating in astronomy camps, and organizing celestial observation events for the community are my scientific passions."
4666,ADJUNTAS,00680,Male,Caucasian,44,48,29,75,47,48.6,"I find joy as a senior in exploring cultural anthropology. Studying different societies, immersing myself in cultural exchange programs, and volunteering in community outreach projects are my academic and humanitarian pursuits."
4667,ADJUNTAS,00716,Female,African American,72,79,60,71,2,56.8,"A sophomore with a passion for culinary arts. Experimenting with flavors, participating in cooking competitions, and volunteering at local food shelters drive my culinary exploration."
4668,ADJUNTAS,00680,Male,Asian,8,17,44,85,96,50,"As a junior, I am drawn to the world of literature and poetry. Analyzing classic and contemporary works, participating in poetry slams, and organizing literary events for the school community are my creative expressions."
4669,PONCE,00601,Male,African American,72,19,2,88,88,53.8,"A freshman with an interest in urban gardening and sustainable living. Cultivating community gardens, participating in environmental clean-up projects, and promoting eco-friendly practices are my environmental pursuits."
4670,SAN JUAN,00601,Female,Hispanic,18,19,94,37,53,44.2,"I'm a senior who aspires to be a future mathematician. Solving complex mathematical problems, participating in math Olympiads, and tutoring peers in math are my academic and mentoring interests."
4671,SAN JUAN,00716,Male,Caucasian,2,65,69,43,69,49.6,"A sophomore with a love for classic literature and historical reenactments. Participating in Renaissance fairs, organizing literary discussion groups, and researching historical eras are my academic and creative passions."
4672,ADJUNTAS,00716,Female,Hispanic,69,27,47,59,19,44.2,"A junior passionate about computer programming and game development. Coding innovative games, participating in game jams, and exploring virtual reality technologies drive my creative and technological pursuits."
4673,SAN JUAN,00601,Female,Hispanic,93,100,76,36,0,61,"I'm a freshman who finds inspiration in marine biology and underwater archaeology. Exploring marine ecosystems, participating in underwater archaeological expeditions, and advocating for ocean preservation are my academic and environmental interests."
4674,MAYAGUEZ,00716,Female,Asian,100,35,17,32,17,40.2,"A senior with a fascination for dance and cultural diversity. Participating in dance performances, exploring various dance styles, and organizing cultural exchange events are my creative and cultural pursuits."
4675,MAYAGUEZ,00601,Female,Asian,29,9,79,73,87,55.4,"A sophomore who immerses myself in the world of chemistry. Conducting experiments, participating in science fairs, and tutoring peers in chemistry are my academic and mentoring activities."
4676,PONCE,00680,Female,African American,27,13,56,16,84,39.2,"I'm a junior with a love for photography and documentary filmmaking. Capturing moments through the lens, participating in film festivals, and documenting social issues are my creative and storytelling pursuits."
4677,PONCE,00601,Female,Asian,17,53,41,35,58,40.8,"A freshman with a passion for space exploration and astrobiology. Studying extremophiles, participating in astrobiology research, and organizing space-themed events are my scientific and outreach activities."
4678,PONCE,00716,Male,Caucasian,58,70,24,3,100,51,"I'm a senior with an interest in urban planning and sustainable architecture. Designing eco-friendly structures, participating in architectural internships, and advocating for green urban development are my academic and environmental pursuits."
4679,MAYAGUEZ,00680,Female,Caucasian,11,88,85,39,36,51.8,"A junior with a fascination for classical music and orchestra. Playing musical instruments, participating in orchestral performances, and organizing music appreciation events drive my musical and cultural interests."
4680,PONCE,00601,Male,Caucasian,49,10,3,37,12,22.2,"A sophomore with a passion for psychology and mental health advocacy. Studying human behavior, volunteering at mental health organizations, and organizing awareness campaigns are my academic and community pursuits."
4681,PONCE,00601,Male,Caucasian,72,43,60,3,44,44.4,"I'm a freshman with a love for graphic design and visual arts. Creating digital artwork, participating in art exhibitions, and experimenting with different mediums are my creative expressions."
4682,ADJUNTAS,00716,Female,Caucasian,88,5,46,40,100,55.8,"A senior with an interest in sustainable agriculture. Cultivating organic gardens, participating in agricultural fairs, and advocating for local farming are my environmental and community pursuits."
4683,PONCE,00716,Female,African American,3,40,31,58,79,42.2,"A junior passionate about political science and international relations. Analyzing global affairs, participating in model UN conferences, and volunteering for political campaigns are my academic and civic pursuits."
4684,MAYAGUEZ,00901,Female,Caucasian,11,15,70,99,37,46.4,"A sophomore who finds joy in astronomy and astrophotography. Capturing celestial events, participating in astronomy clubs, and organizing stargazing events for the community are my scientific and creative interests."
4685,PONCE,00601,Male,African American,57,14,51,1,24,29.4,"A freshman with a love for poetry and spoken word. Participating in poetry slams, organizing spoken word events, and using poetry as a tool for self-expression are my creative and personal pursuits."
4686,PONCE,00680,Female,Hispanic,50,85,97,3,45,56,"I'm a junior with a fascination for environmental science and wildlife conservation. Conducting field studies, volunteering at animal shelters, and advocating for sustainable living are my academic and environmental interests."
4687,ADJUNTAS,00716,Female,Hispanic,15,0,47,11,52,25,"A senior passionate about entrepreneurship and business innovation. Creating business plans, participating in startup competitions, and exploring emerging market trends are my academic and entrepreneurial pursuits."
4688,ADJUNTAS,00680,Male,Asian,57,35,11,3,84,38,"A junior with a love for literature and community activism. Organizing book clubs, participating in spoken word events, and advocating for social justice through literature are my academic and community interests."
4689,PONCE,00901,Female,Caucasian,3,97,62,59,60,56.2,"A freshman with an interest in computer science and artificial intelligence. Coding innovative software, participating in coding competitions, and exploring machine learning algorithms are my academic and technological pursuits."
4690,PONCE,00716,Male,Hispanic,100,14,8,12,7,28.2,"I'm a senior with a fascination for cultural anthropology and documentary filmmaking. Studying diverse societies, participating in ethnographic research, and creating documentaries on cultural diversity are my academic and creative pursuits."
